Player,Team,Pos,Games,G,A,Pts,plusminus,SOG,PPG,PPA,PPP,Hits,BS,FP,FPGP
Nico Sturm,MIN,C,6,0,2,2,2,2,0,0,0,6,5,11.3,1.883333333
Nicolas Aube-Kubel,PHI,C,9,1,2,3,-2,21,1,0,1,22,5,28.9,3.211111111
Nicolas Deslauriers,ANH,LW,30,1,4,5,-3,30,0,0,0,75,13,65.5,2.183333333
Nicolas Hague,VGK,D,32,0,9,9,1,41,0,3,3,59,22,78.4,2.45
Nicolas Petan,TOR,C,16,0,3,3,-4,19,0,0,0,7,4,17.1,1.06875
Nicolas Roy,VGK,C,9,2,3,5,4,9,0,0,0,16,2,26.6,2.955555556
Nikita Gusev,NJ,LW,38,7,17,24,-8,88,2,3,5,8,4,97.2,2.557894737
Nikita Kucherov,TB,RW,40,14,31,45,10,110,3,15,18,21,14,188.5,4.7125
Nikita Zadorov,COL,D,38,1,4,5,2,39,0,0,0,110,46,105.6,2.778947368
Nikita Zaitsev,OTT,D,32,0,8,8,-1,35,0,0,0,55,74,94,2.9375
Niklas Hjalmarsson,ARI,D,4,1,0,1,1,4,0,0,0,2,4,8.1,2.025
Nikolaj Ehlers,WPG,LW,42,16,16,32,5,118,3,0,3,19,16,150.2,3.576190476
Nikolay Goldobin,VAN,RW,1,0,0,0,0,0,0,0,0,1,0,0.5,0.5
Nikolay Prokhorkin,LA,LW,23,4,7,11,0,32,0,1,1,22,2,51.8,2.252173913
Nino Niederreiter,CAR,RW,42,5,15,20,-6,68,2,6,8,27,15,98.2,2.338095238
Noah Dobson,NYI,D,13,0,2,2,1,11,0,0,0,11,7,17.9,1.376923077
Noah Gregor,SJ,C,18,1,0,1,-5,17,0,0,0,24,3,20.8,1.155555556
Noah Hanifin,CGY,D,44,4,7,11,-16,87,1,2,3,59,61,115.8,2.631818182
Noel Acciari,FLA,C,39,14,3,17,-2,59,0,0,0,72,64,138.6,3.553846154
Oliver Bjorkstrand,CLS,RW,36,12,11,23,1,122,2,3,5,31,15,135.3,3.758333333
Oliver Ekman-Larsson,ARI,D,44,4,13,17,3,95,0,3,3,81,49,145.5,3.306818182
Oliver Kylington,CGY,D,31,1,3,4,-3,24,0,0,0,22,25,40.6,1.309677419
Oliver Wahlstrom,NYI,RW,9,0,0,0,-2,9,0,0,0,10,4,9.6,1.066666667
Olli Maatta,CHI,D,38,2,9,11,-2,49,0,0,0,76,67,114.1,3.002631579
Ondrej Kase,ANH,RW,36,3,11,14,-6,94,0,1,1,8,7,74.1,2.058333333
Ondrej Palat,TB,LW,41,12,13,25,15,89,3,4,7,96,37,178.6,4.356097561
Oscar Fantenberg,VAN,D,15,1,1,2,-1,20,0,1,1,25,29,40.5,2.7
Oscar Klefbom,EDM,D,44,4,21,25,-19,116,2,13,15,34,138,191.9,4.361363636
Oskar Lindblom,PHI,LW,30,11,7,18,4,72,3,1,4,31,16,105.3,3.51
Oskar Sundqvist,STL,C,37,10,7,17,3,65,0,0,0,42,18,101.5,2.743243243
Otto Koivula,NYI,C,6,0,0,0,0,2,0,0,0,7,3,5.8,0.966666667
Otto Leskinen,MON,D,5,0,0,0,0,2,0,0,0,13,1,7.8,1.56
P.K. Subban,NJ,D,41,4,5,9,-12,95,0,1,1,53,52,107.5,2.62195122
Par Lindholm,BOS,C,26,2,0,2,1,20,0,0,0,13,14,28,1.076923077
Patric Hornqvist,PIT,RW,25,9,6,15,6,76,1,1,2,58,25,115.9,4.636
Patrice Bergeron,BOS,C,34,17,19,36,11,121,6,8,14,26,26,182.9,5.379411765
Patrick Kane,CHI,RW,43,24,30,54,1,154,6,10,16,15,12,223.6,5.2
Patrick Marleau,SJ,LW,40,7,8,15,-4,70,1,0,1,38,12,89,2.225
Patrick Maroon,TB,LW,39,5,8,13,-4,54,1,1,2,64,6,87.6,2.246153846
Patrick Russell,EDM,RW,30,0,4,4,-2,39,0,0,0,41,18,52.1,1.736666667
Patrik Laine,WPG,RW,40,15,25,40,7,133,3,5,8,58,21,199.2,4.98
Patrik Nemeth,DET,D,37,1,6,7,-7,56,0,0,0,44,49,80.4,2.172972973
Paul Byron,MON,C,19,1,3,4,3,11,0,0,0,28,11,34.4,1.810526316
Paul Carey,BOS,RW,1,0,0,0,-1,0,0,0,0,0,1,0,0
Paul LaDue,LA,D,2,0,1,1,0,2,0,0,0,2,3,5.3,2.65
Paul Stastny,VGK,C,45,11,8,19,-6,80,4,3,7,48,24,121,2.688888889
Pavel Buchnevich,NYR,LW,41,7,16,23,-3,72,1,4,5,49,14,116.8,2.848780488
Pavel Zacha,NJ,C,37,3,14,17,-18,47,0,1,1,26,11,66.3,1.791891892
Peter Cehlarik,BOS,C,3,0,1,1,-1,0,0,0,0,2,2,3.5,1.166666667
Phil Kessel,ARI,RW,44,9,15,24,-18,102,6,6,12,10,16,113.8,2.586363636
Philippe Myers,PHI,D,24,3,8,11,17,26,0,0,0,38,22,73.9,3.079166667
Phillip Danault,MON,C,42,10,20,30,9,75,1,3,4,79,23,159.5,3.797619048
Pierre Engvall,TOR,LW,21,6,4,10,6,31,0,0,0,13,4,49.9,2.376190476
Pierre-Edouard Bellemare,COL,C,41,7,9,16,9,46,0,0,0,25,26,87.4,2.131707317
Pierre-Luc Dubois,CLS,C,42,14,14,28,-2,100,1,6,7,55,33,160,3.80952381
Pontus Aberg,TOR,LW,3,0,1,1,0,2,0,0,0,0,1,3.3,1.1
Quinn Hughes,VAN,D,41,4,26,30,-5,74,3,13,16,4,28,123.1,3.002439024
Radek Faksa,DAL,C,42,9,7,16,-4,75,2,0,2,56,25,111.5,2.654761905
Radim Simek,SJ,D,22,1,6,7,-11,17,0,0,0,52,24,54.3,2.468181818
Radko Gudas,WAS,D,43,1,12,13,18,57,0,0,0,117,53,143.8,3.344186047
Rasmus Andersson,CGY,D,44,3,9,12,-11,84,0,3,3,30,55,100.6,2.286363636
Rasmus Asplund,BUF,C,25,1,2,3,-1,32,0,0,0,17,7,31.3,1.252
Rasmus Dahlin,BUF,D,35,2,20,22,-1,52,1,10,11,40,24,109.3,3.122857143
Rasmus Ristolainen,BUF,D,43,4,15,19,0,88,1,2,3,133,51,172.2,4.004651163
Rasmus Sandin,TOR,D,6,0,2,2,0,5,0,0,0,5,3,10,1.666666667
Reilly Smith,VGK,RW,45,16,18,34,6,110,2,2,4,29,21,160,3.555555556
Rhett Gardner,DAL,C,8,0,0,0,0,8,0,0,0,8,2,8.2,1.025
Richard Panik,WAS,RW,33,5,2,7,9,41,0,0,0,38,11,64.4,1.951515152
Rickard Rakell,ANH,C,36,10,15,25,2,103,2,4,6,44,12,136.2,3.783333333
Riley Barber,MON,RW,9,0,0,0,-1,6,0,0,0,15,1,9.9,1.1
Riley Nash,CLS,C,37,3,6,9,2,36,0,0,0,36,19,63.9,1.727027027
Riley Sheahan,EDM,C,39,4,2,6,-9,37,0,0,0,19,10,40.8,1.046153846
Riley Stillman,FLA,D,9,0,2,2,-1,18,0,0,0,10,17,24.2,2.688888889
Robby Fabbri,DET,LW,35,10,9,19,-21,57,5,3,8,37,7,90.3,2.58
Robert Bortuzzo,STL,D,24,0,2,2,8,17,0,0,0,33,26,44.3,1.845833333
Robert Hagg,PHI,D,23,0,3,3,-1,19,0,0,0,69,38,66.6,2.895652174
Robert Thomas,STL,C,38,7,14,21,8,50,1,0,1,10,6,82,2.157894737
Rocco Grimaldi,NSH,C,38,8,14,22,9,69,0,0,0,16,7,95.6,2.515789474
Roman Josi,NSH,D,41,14,30,44,19,148,4,11,15,31,67,234.7,5.724390244
Roman Polak,DAL,D,22,0,4,4,6,16,0,0,0,57,60,75.9,3.45
Ron Hainsey,OTT,D,36,1,7,8,3,27,0,0,0,30,51,69.8,1.938888889
Roope Hintz,DAL,LW,35,14,7,21,4,63,1,6,7,43,17,120.2,3.434285714
Ross Johnston,NYI,LW,24,3,0,3,0,12,0,0,0,75,11,56.8,2.366666667
Rudolfs Balcers,OTT,LW,2,0,0,0,0,2,0,0,0,1,0,1.3,0.65
Ryan Carpenter,CHI,C,42,2,9,11,-6,48,0,0,0,77,32,94.7,2.254761905
Ryan Donato,MIN,C,40,8,5,13,2,63,0,0,0,27,7,77.2,1.93
Ryan Dzingel,CAR,C,42,8,17,25,3,75,4,4,8,23,15,116.5,2.773809524
Ryan Ellis,NSH,D,39,6,22,28,15,90,0,6,6,39,72,167,4.282051282
Ryan Getzlaf,ANH,C,40,10,18,28,-5,93,2,3,5,69,42,161.2,4.03
Ryan Graves,COL,D,41,6,9,15,31,78,0,0,0,70,83,159.2,3.882926829
Ryan Hartman,MIN,RW,43,5,6,11,0,65,0,0,0,25,36,83.5,1.941860465
Ryan Johansen,NSH,C,41,9,17,26,-3,60,3,6,9,27,20,116,2.829268293
Ryan Lindgren,NYR,D,31,1,7,8,5,23,0,0,0,51,35,71.7,2.312903226
Ryan MacInnis,CLS,C,7,0,1,1,1,11,0,0,0,7,2,11.4,1.628571429
Ryan McDonagh,TB,D,40,1,10,11,2,41,0,0,0,27,80,93.9,2.3475
Ryan Murray,CLS,D,24,2,5,7,-7,29,0,1,1,12,43,52.6,2.191666667
Ryan Nugent-Hopkins,EDM,LW,38,9,16,25,-7,87,4,10,14,23,24,127.8,3.363157895
Ryan O'Reilly,STL,C,43,8,30,38,1,74,2,12,14,14,25,147.6,3.43255814
Ryan Poehling,MON,C,15,0,0,0,-2,12,0,0,0,24,8,19.8,1.32
Ryan Pulock,NYI,D,40,6,14,20,0,95,2,5,7,51,74,153.5,3.8375
Ryan Reaves,VGK,RW,45,5,3,8,1,40,0,0,0,190,15,140,3.111111111
Ryan Strome,NYR,C,41,11,26,37,9,68,1,7,8,22,17,144.2,3.517073171
Ryan Suter,MIN,D,43,6,24,30,-7,67,2,10,12,35,58,147.8,3.437209302
Sam Bennett,CGY,LW,28,4,2,6,2,47,0,1,1,59,8,70.3,2.510714286
Sam Carrick,ANH,C,9,1,1,2,-3,16,0,0,0,13,8,20.4,2.266666667
Sam Gagner,EDM,C,21,1,7,8,-7,37,0,1,1,13,6,38.8,1.847619048
Sam Lafferty,PIT,RW,32,4,6,10,5,38,0,0,0,66,14,81.7,2.553125
Sam Reinhart,BUF,C,43,14,20,34,-6,88,2,5,7,30,12,142.2,3.306976744
Sam Steel,ANH,C,37,3,11,14,-11,46,1,5,6,17,15,65.9,1.781081081
Sami Niku,WPG,D,1,0,0,0,0,1,0,0,0,2,3,2.9,2.9
Sami Vatanen,NJ,D,37,5,17,22,-5,76,1,9,10,46,63,141.4,3.821621622
Sammy Blais,STL,LW,20,5,3,8,2,29,0,0,0,70,6,71.6,3.58
Samuel Girard,COL,D,42,1,21,22,-5,58,1,8,9,33,60,121.2,2.885714286
Samuel Morin,PHI,D,1,0,0,0,-1,0,0,0,0,2,0,0.5,0.5
Scott Harrington,CLS,D,14,0,2,2,-5,14,0,0,0,18,17,24.6,1.757142857
Scott Laughton,PHI,C,22,5,5,10,-1,31,0,0,0,50,12,67.9,3.086363636
Scott Mayfield,NYI,D,39,4,7,11,9,58,0,0,0,62,75,122.2,3.133333333
Scott Sabourin,OTT,RW,14,1,2,3,-2,11,0,0,0,33,7,30.4,2.171428571
Scott Wilson,BUF,LW,1,0,0,0,-1,1,0,0,0,0,0,-0.1,-0.1
Sean Couturier,PHI,C,42,12,22,34,10,107,2,6,8,33,21,162.8,3.876190476
Sean Kuraly,BOS,C,43,3,12,15,-1,60,0,1,1,89,19,111.5,2.593023256
Sean Monahan,CGY,C,44,14,20,34,-12,113,4,7,11,47,15,163.2,3.709090909
Sean Walker,LA,D,43,4,12,16,1,73,0,2,2,53,60,124.2,2.888372093
Sebastian Aho,CAR,LW,42,23,14,37,10,123,5,6,11,31,11,183.2,4.361904762
Seth Jones,CLS,D,42,4,20,24,4,97,1,6,7,48,89,168.3,4.007142857
Shayne Gostisbehere,PHI,D,39,5,7,12,-5,68,1,4,5,14,34,82.7,2.120512821
Shea Theodore,VGK,D,45,6,19,25,5,125,0,9,9,15,47,148.5,3.3
Shea Weber,MON,D,42,12,19,31,7,123,3,4,7,70,77,207.2,4.933333333
Sheldon Dries,COL,C,1,0,0,0,-1,0,0,0,0,7,2,4,4
Sidney Crosby,PIT,C,17,5,12,17,-1,46,1,2,3,17,7,71.9,4.229411765
Slater Koekkoek,CHI,D,16,0,3,3,-4,12,0,0,0,31,17,32.8,2.05
Sonny Milano,CLS,LW,32,4,9,13,-3,46,0,1,1,20,7,61.4,1.91875
Stefan Noesen,SJ,C,14,2,0,2,-3,16,0,0,0,30,5,28.4,2.028571429
Steve Kampfer,BOS,D,8,0,2,2,1,9,0,2,2,14,8,21.1,2.6375
Steve Santini,NSH,D,2,0,0,0,1,1,0,0,0,3,0,2.4,1.2
Steven Fogarty,NYR,C,4,0,0,0,-1,1,0,0,0,1,2,1.4,0.35
Steven Stamkos,TB,C,38,16,23,39,-4,120,7,8,15,40,24,187,4.921052632
Sven Baertschi,VAN,LW,6,0,2,2,-2,7,0,2,2,5,0,10.3,1.716666667
T.J. Brodie,CGY,D,38,1,12,13,4,37,0,1,1,11,55,77.8,2.047368421
T.J. Oshie,WAS,RW,43,16,15,31,0,83,7,1,8,53,38,164.7,3.830232558
T.J. Tynan,COL,C,14,0,1,1,-1,7,0,0,0,7,3,9.3,0.664285714
Tage Thompson,BUF,RW,1,0,0,0,0,0,0,0,0,2,0,1,1
Tanner Pearson,VAN,LW,42,12,18,30,5,104,2,6,8,58,24,165.1,3.930952381
Taro Hirose,DET,LW,23,2,5,7,-11,16,0,5,5,11,12,33.4,1.452173913
Taylor Fedun,DAL,D,24,2,7,9,3,37,0,0,0,14,17,51.8,2.158333333
Taylor Hall,ARI,LW,39,8,23,31,-14,133,2,11,13,32,11,150.7,3.864102564
Teddy Blueger,PIT,C,42,5,8,13,1,58,0,0,0,59,22,95.2,2.266666667
Teuvo Teravainen,CAR,C,42,8,33,41,14,119,3,14,17,12,14,174.6,4.157142857
Thomas Chabot,OTT,D,42,4,21,25,-14,113,0,7,7,51,56,152.7,3.635714286
Thomas Di Pauli,PIT,C,2,0,0,0,-3,2,0,0,0,4,1,1.8,0.9
Tim Gettinger,NYR,LW,2,0,1,1,1,3,0,0,0,5,1,6.7,3.35
Tim Heed,SJ,D,24,0,1,1,-2,26,0,0,0,15,20,28.9,1.204166667
Tim Schaller,VAN,C,40,4,0,4,-9,40,0,0,0,40,24,55.5,1.3875
Timo Meier,SJ,LW,44,14,14,28,-9,112,1,2,3,97,27,175.3,3.984090909
Tobias Bjornfot,LA,D,3,0,0,0,-4,0,0,0,0,0,0,-2,-0.666666667
Tobias Rieder,CGY,RW,35,2,5,7,-9,45,0,0,0,21,12,46,1.314285714
Tom Kuhnhackl,NYI,RW,14,2,1,3,-1,15,0,0,0,9,13,24.5,1.75
Tom Wilson,WAS,RW,42,13,14,27,5,87,1,2,3,151,38,201.8,4.804761905
Tomas Hertl,SJ,LW,40,15,18,33,-20,94,2,5,7,22,21,137.1,3.4275
Tomas Jurco,EDM,RW,12,0,2,2,1,7,0,0,0,4,3,10.8,0.9
Tomas Nosek,VGK,LW,41,5,4,9,2,61,0,0,0,59,21,88.4,2.156097561
Tomas Tatar,MON,LW,42,16,19,35,-6,103,7,3,10,54,14,168.2,4.004761905
Torey Krug,BOS,D,35,5,23,28,0,72,1,16,17,22,29,132.3,3.78
Travis Boyd,WAS,C,19,2,6,8,7,19,0,1,1,10,7,38.6,2.031578947
Travis Dermott,TOR,D,30,4,4,8,8,38,0,0,0,36,32,73.2,2.44
Travis Hamonic,CGY,D,38,3,5,8,0,61,0,0,0,25,79,95.4,2.510526316
Travis Konecny,PHI,C,39,12,24,36,-2,89,2,11,13,36,16,157.6,4.041025641
Travis Sanheim,PHI,D,42,4,8,12,1,66,0,1,1,19,42,86.4,2.057142857
Travis Zajac,NJ,C,41,5,8,13,-1,41,0,0,0,46,24,81.9,1.997560976
Trent Frederic,BOS,C,2,0,0,0,-1,1,0,0,0,8,0,3.9,1.95
Trevor Carrick,SJ,D,3,0,0,0,0,1,0,0,0,1,0,0.9,0.3
Trevor Daley,DET,D,22,0,1,1,-13,19,0,0,0,6,24,18.1,0.822727273
Trevor Lewis,LA,C,30,1,5,6,-1,50,0,0,0,42,14,60.5,2.016666667
Trevor Moore,TOR,LW,22,3,2,5,-1,36,0,0,0,48,12,56.9,2.586363636
Trevor van Riemsdyk,CAR,D,24,0,3,3,-7,28,0,0,0,13,19,29.7,1.2375
Troy Brouwer,STL,RW,10,1,0,1,1,9,0,0,0,19,5,19.1,1.91
Troy Stecher,VAN,D,42,2,5,7,6,48,0,0,0,48,38,81.2,1.933333333
Troy Terry,ANH,C,33,3,5,8,-7,42,0,0,0,2,5,35.8,1.084848485
Tucker Poolman,WPG,D,40,2,10,12,-1,46,0,0,0,38,42,83.9,2.0975
Tyler Bertuzzi,DET,LW,43,15,16,31,-11,85,2,7,9,43,22,147,3.418604651
Tyler Bozak,STL,C,42,8,11,19,4,64,1,1,2,24,21,98.1,2.335714286
Tyler Ennis,OTT,LW,42,11,13,24,-2,87,3,2,5,42,17,127.3,3.030952381
Tyler Graovac,VAN,C,8,2,0,2,-2,5,2,0,2,6,3,13.5,1.6875
Tyler Johnson,TB,C,36,9,10,19,-1,68,0,5,5,43,7,103.7,2.880555556
Tyler Lewington,WAS,D,6,0,0,0,-2,2,0,0,0,13,7,9.8,1.633333333
Tyler Motte,VAN,C,15,2,1,3,-2,13,0,0,0,58,17,49.7,3.313333333
Tyler Myers,VAN,D,42,4,10,14,-1,83,1,4,5,53,60,126.2,3.004761905
Tyler Pitlick,PHI,C,36,4,5,9,-1,40,0,0,0,64,19,79,2.194444444
Tyler Seguin,DAL,C,42,11,21,32,6,150,1,6,7,57,19,183,4.357142857
Tyler Toffoli,LA,RW,42,11,13,24,-5,104,2,3,5,23,6,117.6,2.8
Tyson Barrie,TOR,D,43,4,18,22,-3,112,1,4,5,30,42,132.3,3.076744186
Tyson Jost,COL,C,39,5,8,13,10,69,0,2,2,30,10,85.6,2.194871795
Urho Vaakanainen,BOS,D,5,0,0,0,2,2,0,0,0,8,3,7.3,1.46
Valentin Zykov,VGK,RW,15,1,3,4,-2,19,1,0,1,20,3,28.1,1.873333333
Valeri Nichushkin,COL,LW,37,7,8,15,14,67,0,0,0,44,13,99.3,2.683783784
Valtteri Filppula,DET,C,42,3,11,14,-29,41,0,2,2,20,15,52.4,1.247619048
Victor Hedman,TB,D,39,9,30,39,8,94,3,16,19,50,54,199.6,5.117948718
Victor Mete,MON,D,32,3,5,8,6,39,0,0,0,13,39,63.6,1.9875
Victor Olofsson,BUF,LW,42,16,19,35,-1,99,9,5,14,8,15,150.6,3.585714286
Victor Rask,MIN,C,33,4,6,10,8,29,0,0,0,19,7,52.6,1.593939394
Viktor Arvidsson,NSH,LW,29,9,9,18,2,65,3,2,5,17,10,90.5,3.120689655
Ville Heinola,WPG,D,8,1,4,5,3,10,0,1,1,3,5,21.5,2.6875
Vince Dunn,STL,D,43,6,7,13,8,84,3,3,6,28,25,102.1,2.374418605
Vincent Trocheck,FLA,C,35,5,17,22,3,86,0,4,4,50,24,125.9,3.597142857
Vinnie Hinostroza,ARI,C,43,4,13,17,5,74,0,1,1,29,17,94.1,2.188372093
Vitali Abramov,OTT,RW,2,1,0,1,0,3,0,0,0,0,0,4.2,2.1
Vladimir Sobotka,BUF,C,16,1,2,3,2,23,0,0,0,26,7,33.7,2.10625
Vladimir Tarasenko,STL,RW,10,3,7,10,-2,26,1,2,3,17,7,47.4,4.74
Vladislav Gavrikov,CLS,D,41,4,3,7,4,50,0,0,0,45,49,87,2.12195122
Vladislav Kamenev,COL,C,18,1,4,5,2,18,0,1,1,10,9,29.7,1.65
Vladislav Namestnikov,OTT,C,39,8,10,18,-8,62,1,2,3,68,30,116.8,2.994871795
Warren Foegele,CAR,LW,42,8,11,19,12,86,0,0,0,47,11,115.4,2.747619048
Wayne Simmonds,NJ,RW,41,4,10,14,-14,86,3,1,4,92,18,118.4,2.887804878
Will Butcher,NJ,D,38,4,8,12,-13,43,0,1,1,23,47,74.7,1.965789474
William Carrier,VGK,LW,45,5,8,13,4,70,0,0,0,131,7,130,2.888888889
William Karlsson,VGK,C,45,10,23,33,6,95,2,3,5,31,32,153.5,3.411111111
William Lagesson,EDM,D,2,0,0,0,-1,2,0,0,0,0,3,1.8,0.9
William Nylander,TOR,C,43,19,19,38,8,115,4,6,10,7,9,163,3.790697674
Yakov Trenin,NSH,C,8,2,2,4,5,11,0,0,0,16,2,25.9,3.2375
Yanni Gourde,TB,LW,41,6,12,18,-3,73,1,4,5,42,15,103.2,2.517073171
Yannick Weber,NSH,D,22,0,1,1,2,23,0,0,0,18,12,27.2,1.236363636
Zac Rinaldo,CGY,C,8,2,1,3,-1,10,0,0,0,27,2,26,3.25
Zach Aston-Reese,PIT,C,42,5,6,11,4,80,0,0,0,94,23,119.5,2.845238095
Zach Bogosian,BUF,D,14,0,4,4,3,12,0,0,0,15,18,30.8,2.2
Zach Hyman,TOR,RW,24,10,6,16,8,55,2,1,3,17,11,85,3.541666667
Zach Parise,MIN,LW,43,14,12,26,-9,96,5,3,8,19,28,131.4,3.055813953
Zach Sanford,STL,LW,30,3,7,10,0,34,0,0,0,48,11,66.1,2.203333333
Zach Trotman,PIT,D,5,0,0,0,1,6,0,0,0,14,7,13.4,2.68
Zach Werenski,CLS,D,35,13,12,25,3,92,3,6,9,25,36,140.8,4.022857143
Zachary Senyshyn,BOS,RW,4,0,2,2,1,1,0,0,0,2,1,6.4,1.6
Zack Kassian,EDM,RW,41,13,15,28,5,69,0,0,0,115,7,160.1,3.904878049
Zack MacEwen,VAN,C,8,1,1,2,3,3,0,0,0,21,2,19.2,2.4
Zack Smith,CHI,C,36,2,6,8,-1,30,0,0,0,83,15,78.5,2.180555556
Zdeno Chara,BOS,D,42,5,8,13,17,56,0,0,0,49,67,119.9,2.854761905
Zemgus Girgensons,BUF,C,43,6,4,10,1,53,0,0,0,65,11,85.7,1.993023256
