Name,Team,Pos,Games,G,GPG,A,APG,Pts,ptsPG,PLMI,PLMIPG,PIM,PIMPG,SOG,SOGPG,GWG,PPG,PPGPG,PPA,PPAPG,PPP,PPPPG,SHG,SHGPG,SHA,SHAPG,Hits,HitsPG,BS,BSPG
Christian Wolanin,OTT,D,30,4,0.133333333,8,0.266666667,12,0.4,3,0.1,6,0.2,36,1.2,1,0,0,3,0.1,3,0.1,0,0,0,0,11,0.366666667,31,1.033333333
Jamie Oleksiak,DAL,D,57,4,0.070175439,8,0.140350877,12,0.210526316,5,0.087719298,45,0.789473684,55,0.964912281,0,0,0,0,0,0,0,0,0,0,0,135,2.368421053,59,1.035087719
Jean-Gabriel Pageau,OTT,C,39,4,0.102564103,8,0.205128205,12,0.307692308,-12,-0.307692308,14,0.358974359,83,2.128205128,0,0,0,0,0,0,0,0,0,0,0,63,1.615384615,38,0.974358974
Derrick Pouliot,STL,D,62,3,0.048387097,9,0.14516129,12,0.193548387,-1,-0.016129032,30,0.483870968,58,0.935483871,1,1,0.016129032,0,0,1,0.016129032,0,0,0,0,76,1.225806452,71,1.14516129
Riley Nash,CLS,C,78,3,0.038461538,9,0.115384615,12,0.153846154,-8,-0.102564103,19,0.243589744,79,1.012820513,1,0,0,0,0,0,0,0,0,0,0,72,0.923076923,43,0.551282051
Nathan Beaulieu,WPG,D,48,3,0.0625,9,0.1875,12,0.25,6,0.125,39,0.8125,60,1.25,0,0,0,1,0.020833333,1,0.020833333,0,0,0,0,60,1.25,42,0.875
Trevor Lewis,LA,C,44,3,0.068181818,9,0.204545455,12,0.272727273,-9,-0.204545455,9,0.204545455,87,1.977272727,1,0,0,0,0,0,0,0,0,0,0,53,1.204545455,25,0.568181818
Deryk Engelland,VGK,D,74,2,0.027027027,10,0.135135135,12,0.162162162,-3,-0.040540541,18,0.243243243,105,1.418918919,1,0,0,0,0,0,0,0,0,0,0,165,2.22972973,152,2.054054054
Chris Tanev,VAN,D,55,2,0.036363636,10,0.181818182,12,0.218181818,3,0.054545455,18,0.327272727,51,0.927272727,0,0,0,0,0,0,0,0,0,0,0,29,0.527272727,122,2.218181818
Henri Jokiharju,BUF,D,38,0,0,12,0.315789474,12,0.315789474,-7,-0.184210526,16,0.421052632,62,1.631578947,0,0,0,1,0.026315789,1,0.026315789,0,0,0,0,48,1.263157895,37,0.973684211
Matt Luff,LA,RW,33,8,0.242424242,3,0.090909091,11,0.333333333,-2,-0.060606061,9,0.272727273,45,1.363636364,2,1,0.03030303,0,0,1,0.03030303,0,0,0,0,17,0.515151515,19,0.575757576
Lukas Radil,SJ,LW,36,7,0.194444444,4,0.111111111,11,0.305555556,7,0.194444444,6,0.166666667,40,1.111111111,2,0,0,0,0,0,0,0,0,0,0,29,0.805555556,9,0.25
Greg McKegg,NYR,C,41,6,0.146341463,5,0.12195122,11,0.268292683,-2,-0.048780488,8,0.195121951,27,0.658536585,1,0,0,0,0,0,0,0,0,0,0,30,0.731707317,18,0.43902439
Sam Steel,ANH,C,22,6,0.272727273,5,0.227272727,11,0.5,2,0.090909091,8,0.363636364,33,1.5,0,0,0,2,0.090909091,2,0.090909091,1,0.045454545,0,0,9,0.409090909,6,0.272727273
Dale Weise,MON,RW,51,5,0.098039216,6,0.117647059,11,0.215686275,-8,-0.156862745,19,0.37254902,58,1.137254902,1,0,0,0,0,0,0,1,0.019607843,0,0,88,1.725490196,21,0.411764706
Chandler Stephenson,WAS,RW,64,5,0.078125,6,0.09375,11,0.171875,-13,-0.203125,0,0,36,0.5625,0,0,0,0,0,0,0,1,0.015625,0,0,38,0.59375,33,0.515625
Ty Rattie,FA,RW,50,4,0.08,7,0.14,11,0.22,-2,-0.04,4,0.08,84,1.68,1,0,0,1,0.02,1,0.02,0,0,0,0,57,1.14,7,0.14
Taylor Fedun,DAL,D,54,4,0.074074074,7,0.12962963,11,0.203703704,2,0.037037037,14,0.259259259,86,1.592592593,0,0,0,2,0.037037037,2,0.037037037,0,0,1,0.018518519,19,0.351851852,58,1.074074074
Andrew Ladd,NYI,LW,26,3,0.115384615,8,0.307692308,11,0.423076923,3,0.115384615,16,0.615384615,34,1.307692308,0,0,0,0,0,0,0,0,0,1,0.038461538,37,1.423076923,8,0.307692308
Mike Reilly,MON,D,57,3,0.052631579,8,0.140350877,11,0.192982456,0,0,16,0.280701754,101,1.771929825,1,1,0.01754386,0,0,1,0.01754386,0,0,0,0,48,0.842105263,53,0.929824561
Connor Carrick,NJ,D,34,2,0.058823529,9,0.264705882,11,0.323529412,-13,-0.382352941,19,0.558823529,42,1.235294118,1,0,0,1,0.029411765,1,0.029411765,0,0,0,0,25,0.735294118,37,1.088235294
Joel Edmundson,STL,D,64,2,0.03125,9,0.140625,11,0.171875,8,0.125,68,1.0625,102,1.59375,1,0,0,0,0,0,0,0,0,0,0,128,2,106,1.65625
Mirco Mueller,NJ,D,53,1,0.018867925,10,0.188679245,11,0.20754717,-3,-0.056603774,17,0.320754717,39,0.735849057,0,0,0,0,0,0,0,0,0,0,0,75,1.41509434,61,1.150943396
Mark Pysyk,FLA,D,70,1,0.014285714,10,0.142857143,11,0.157142857,-1,-0.014285714,26,0.371428571,64,0.914285714,0,0,0,0,0,0,0,0,0,1,0.014285714,133,1.9,89,1.271428571
Tobias Rieder,CGY,RW,67,0,0,11,0.164179104,11,0.164179104,-8,-0.119402985,8,0.119402985,92,1.373134328,0,0,0,2,0.029850746,2,0.029850746,0,0,0,0,69,1.029850746,44,0.656716418
Teddy Blueger,PIT,C,28,6,0.214285714,4,0.142857143,10,0.357142857,7,0.25,15,0.535714286,33,1.178571429,1,0,0,0,0,0,0,1,0.035714286,2,0.071428571,52,1.857142857,14,0.5
Corey Perry,DAL,RW,31,6,0.193548387,4,0.129032258,10,0.322580645,-16,-0.516129032,27,0.870967742,59,1.903225806,1,2,0.064516129,2,0.064516129,4,0.129032258,0,0,0,0,21,0.677419355,14,0.451612903
Kevin Rooney,NJ,C,41,6,0.146341463,4,0.097560976,10,0.243902439,-4,-0.097560976,15,0.365853659,39,0.951219512,1,0,0,0,0,0,0,1,0.024390244,0,0,77,1.87804878,22,0.536585366
Chris Kunitz,FA,LW,56,5,0.089285714,5,0.089285714,10,0.178571429,-7,-0.125,23,0.410714286,44,0.785714286,1,0,0,0,0,0,0,0,0,0,0,85,1.517857143,15,0.267857143
Boo Nieves,NYR,C,43,4,0.093023256,6,0.139534884,10,0.23255814,-4,-0.093023256,8,0.186046512,34,0.790697674,1,0,0,0,0,0,0,0,0,0,0,33,0.76744186,18,0.418604651
Tim Schaller,VAN,C,47,3,0.063829787,7,0.14893617,10,0.212765957,-2,-0.042553191,9,0.191489362,44,0.936170213,0,0,0,0,0,0,0,0,0,0,0,66,1.404255319,18,0.382978723
Sean Walker,LA,D,39,3,0.076923077,7,0.179487179,10,0.256410256,-8,-0.205128205,8,0.205128205,55,1.41025641,0,1,0.025641026,0,0,1,0.025641026,0,0,0,0,43,1.102564103,40,1.025641026
Mason Appleton,WPG,C,36,3,0.083333333,7,0.194444444,10,0.277777778,9,0.25,4,0.111111111,29,0.805555556,1,0,0,0,0,0,0,0,0,0,0,28,0.777777778,12,0.333333333
Matthew Peca,MON,C,39,3,0.076923077,7,0.179487179,10,0.256410256,-14,-0.358974359,4,0.102564103,35,0.897435897,0,0,0,0,0,0,0,0,0,1,0.025641026,33,0.846153846,21,0.538461538
Dryden Hunt,FLA,LW,31,3,0.096774194,7,0.225806452,10,0.322580645,0,0,8,0.258064516,53,1.709677419,0,0,0,0,0,0,0,0,0,0,0,65,2.096774194,9,0.290322581
Brandon Carlo,BOS,D,72,2,0.027777778,8,0.111111111,10,0.138888889,22,0.305555556,47,0.652777778,116,1.611111111,0,0,0,0,0,0,0,0,0,2,0.027777778,134,1.861111111,88,1.222222222
Robert Bortuzzo,STL,D,59,2,0.033898305,8,0.13559322,10,0.169491525,9,0.152542373,47,0.796610169,75,1.271186441,0,0,0,0,0,0,0,0,0,1,0.016949153,95,1.610169492,72,1.220338983
Madison Bowey,DET,D,50,2,0.04,8,0.16,10,0.2,-1,-0.02,46,0.92,48,0.96,1,0,0,0,0,0,0,0,0,0,0,72,1.44,63,1.26
Erik Gudbranson,PIT,D,76,2,0.026315789,8,0.105263158,10,0.131578947,-20,-0.263157895,87,1.144736842,94,1.236842105,1,0,0,0,0,0,0,0,0,1,0.013157895,184,2.421052632,84,1.105263158
Christian Djoos,WAS,D,45,1,0.022222222,9,0.2,10,0.222222222,9,0.2,4,0.088888889,33,0.733333333,0,0,0,0,0,0,0,0,0,0,0,18,0.4,28,0.622222222
Patrik Nemeth,DET,D,74,1,0.013513514,9,0.121621622,10,0.135135135,5,0.067567568,53,0.716216216,57,0.77027027,0,0,0,0,0,0,0,0,0,1,0.013513514,137,1.851351351,131,1.77027027
Michael Del Zotto,ANH,D,42,1,0.023809524,9,0.214285714,10,0.238095238,-2,-0.047619048,8,0.19047619,45,1.071428571,0,0,0,0,0,0,0,0,0,0,0,129,3.071428571,53,1.261904762
Christian Jaros,OTT,D,61,1,0.016393443,9,0.147540984,10,0.163934426,-14,-0.229508197,27,0.442622951,65,1.06557377,0,0,0,2,0.032786885,2,0.032786885,0,0,0,0,110,1.803278689,82,1.344262295
Niklas Hjalmarsson,ARI,D,82,0,0,10,0.12195122,10,0.12195122,8,0.097560976,44,0.536585366,57,0.695121951,0,0,0,0,0,0,0,0,0,2,0.024390244,45,0.548780488,187,2.280487805
Valeri Nichushkin,COL,LW,57,0,0,10,0.175438596,10,0.175438596,-4,-0.070175439,0,0,65,1.140350877,0,0,0,0,0,0,0,0,0,0,0,71,1.245614035,32,0.561403509
William Carrier,VGK,LW,54,8,0.148148148,1,0.018518519,9,0.166666667,-4,-0.074074074,29,0.537037037,85,1.574074074,1,0,0,0,0,0,0,0,0,0,0,277,5.12962963,13,0.240740741
Kyle Brodziak,FA,C,70,6,0.085714286,3,0.042857143,9,0.128571429,-14,-0.2,33,0.471428571,74,1.057142857,2,0,0,0,0,0,0,1,0.014285714,0,0,92,1.314285714,46,0.657142857
Tom Kuhnhackl,NYI,RW,36,4,0.111111111,5,0.138888889,9,0.25,1,0.027777778,10,0.277777778,30,0.833333333,0,0,0,0,0,0,0,0,0,1,0.027777778,48,1.333333333,41,1.138888889
Jesse Puljujarvi,FA,RW,46,4,0.086956522,5,0.108695652,9,0.195652174,-14,-0.304347826,16,0.347826087,53,1.152173913,0,0,0,1,0.02173913,1,0.02173913,0,0,0,0,46,1,26,0.565217391
Mario Kempe,LA,LW,52,4,0.076923077,5,0.096153846,9,0.173076923,5,0.096153846,18,0.346153846,57,1.096153846,0,0,0,0,0,0,0,0,0,0,0,105,2.019230769,30,0.576923077
Gustav Forsling,CAR,D,43,3,0.069767442,6,0.139534884,9,0.209302326,-9,-0.209302326,30,0.697674419,57,1.325581395,0,0,0,0,0,0,0,0,0,0,0,38,0.88372093,38,0.88372093
Jakob Forsbacka-Karlsson,BOS,C,28,3,0.107142857,6,0.214285714,9,0.321428571,1,0.035714286,2,0.071428571,21,0.75,0,0,0,1,0.035714286,1,0.035714286,0,0,0,0,14,0.5,9,0.321428571
Ryan Spooner,FA,C,52,3,0.057692308,6,0.115384615,9,0.173076923,-12,-0.230769231,2,0.038461538,67,1.288461538,1,0,0,1,0.019230769,1,0.019230769,0,0,0,0,39,0.75,7,0.134615385
Victor Rask,MIN,C,49,3,0.06122449,6,0.12244898,9,0.183673469,-4,-0.081632653,8,0.163265306,55,1.12244898,0,0,0,2,0.040816327,2,0.040816327,0,0,0,0,40,0.816326531,12,0.244897959
Jacob De La Rose,DET,C,60,3,0.05,6,0.1,9,0.15,-13,-0.216666667,16,0.266666667,55,0.916666667,0,0,0,0,0,0,0,0,0,0,0,72,1.2,29,0.483333333
Drake Batherson,OTT,RW,20,3,0.15,6,0.3,9,0.45,-2,-0.1,6,0.3,18,0.9,2,2,0.1,1,0.05,3,0.15,0,0,0,0,17,0.85,21,1.05
Christoffer Ehn,DET,C,60,3,0.05,6,0.1,9,0.15,-5,-0.083333333,6,0.1,49,0.816666667,1,0,0,0,0,0,0,1,0.016666667,0,0,70,1.166666667,39,0.65
Brooks Orpik,FA,D,53,2,0.037735849,7,0.132075472,9,0.169811321,8,0.150943396,32,0.603773585,43,0.811320755,0,0,0,0,0,0,0,0,0,0,0,131,2.471698113,78,1.471698113
Ben Lovejoy,FA,D,71,2,0.028169014,7,0.098591549,9,0.126760563,-1,-0.014084507,37,0.521126761,95,1.338028169,0,0,0,0,0,0,0,0,0,0,0,76,1.070422535,118,1.661971831
Radim Simek,SJ,D,41,1,0.024390244,8,0.195121951,9,0.219512195,7,0.170731707,8,0.195121951,41,1,1,0,0,0,0,0,0,0,0,0,0,67,1.634146341,34,0.829268293
Roman Polak,DAL,D,77,1,0.012987013,8,0.103896104,9,0.116883117,6,0.077922078,69,0.896103896,77,1,0,0,0,0,0,0,0,0,0,0,0,191,2.480519481,152,1.974025974
Andrew MacDonald,CGY,D,47,0,0,9,0.191489362,9,0.191489362,-5,-0.106382979,18,0.382978723,41,0.872340426,0,0,0,0,0,0,0,0,0,2,0.042553191,30,0.638297872,95,2.021276596
Ryan Kesler,ANH,C,60,5,0.083333333,3,0.05,8,0.133333333,-19,-0.316666667,44,0.733333333,86,1.433333333,1,1,0.016666667,2,0.033333333,3,0.05,0,0,0,0,93,1.55,56,0.933333333
Devante Smith-Pelly,CGY,RW,54,4,0.074074074,4,0.074074074,8,0.148148148,-6,-0.111111111,15,0.277777778,60,1.111111111,0,0,0,0,0,0,0,0,0,0,0,78,1.444444444,36,0.666666667
Saku Maenalanen,CAR,LW,34,4,0.117647059,4,0.117647059,8,0.235294118,0,0,20,0.588235294,36,1.058823529,0,0,0,0,0,0,0,0,0,0,0,45,1.323529412,10,0.294117647
Oliver Kylington,CGY,D,38,3,0.078947368,5,0.131578947,8,0.210526316,3,0.078947368,10,0.263157895,21,0.552631579,1,0,0,0,0,0,0,0,0,0,0,11,0.289473684,41,1.078947368
Antti Suomela,SJ,C,27,3,0.111111111,5,0.185185185,8,0.296296296,1,0.037037037,4,0.148148148,42,1.555555556,0,0,0,0,0,0,0,0,0,0,0,10,0.37037037,11,0.407407407
Colby Cave,EDM,C,53,3,0.056603774,5,0.094339623,8,0.150943396,-5,-0.094339623,16,0.301886792,58,1.094339623,1,0,0,0,0,0,0,0,0,0,0,73,1.377358491,18,0.339622642
J.T. Brown,MIN,RW,56,3,0.053571429,5,0.089285714,8,0.142857143,0,0,29,0.517857143,56,1,0,0,0,0,0,0,0,0,0,0,0,99,1.767857143,16,0.285714286
Stefan Noesen,DAL,C,41,3,0.073170732,5,0.12195122,8,0.195121951,-19,-0.463414634,28,0.682926829,64,1.56097561,0,0,0,0,0,0,0,0,0,0,0,95,2.317073171,21,0.512195122
Trevor Moore,TOR,LW,25,2,0.08,6,0.24,8,0.32,1,0.04,2,0.08,26,1.04,0,0,0,0,0,0,0,0,0,0,0,15,0.6,7,0.28
Trevor Daley,DET,D,44,2,0.045454545,6,0.136363636,8,0.181818182,-3,-0.068181818,12,0.272727273,47,1.068181818,1,0,0,0,0,0,0,1,0.022727273,0,0,14,0.318181818,53,1.204545455
Yannick Weber,NSH,D,62,2,0.032258065,6,0.096774194,8,0.129032258,7,0.112903226,18,0.290322581,67,1.080645161,0,0,0,0,0,0,0,0,0,0,0,64,1.032258065,32,0.516129032
Gabriel Bourque,WPG,LW,55,2,0.036363636,6,0.109090909,8,0.145454545,3,0.054545455,10,0.181818182,34,0.618181818,1,0,0,0,0,0,0,0,0,1,0.018181818,100,1.818181818,48,0.872727273
Jan Rutta,TB,D,37,2,0.054054054,6,0.162162162,8,0.216216216,4,0.108108108,16,0.432432432,42,1.135135135,0,0,0,0,0,0,0,0,0,0,0,24,0.648648649,30,0.810810811
Jason Demers,ARI,D,35,2,0.057142857,6,0.171428571,8,0.228571429,9,0.257142857,12,0.342857143,39,1.114285714,2,0,0,1,0.028571429,1,0.028571429,0,0,0,0,50,1.428571429,43,1.228571429
Garrett Wilson,TOR,LW,50,2,0.04,6,0.12,8,0.16,2,0.04,18,0.36,54,1.08,0,0,0,0,0,0,0,0,0,0,0,114,2.28,16,0.32
Dmitrij Jaskin,FA,RW,37,2,0.054054054,6,0.162162162,8,0.216216216,-5,-0.135135135,6,0.162162162,48,1.297297297,0,0,0,0,0,0,0,0,0,0,0,87,2.351351351,14,0.378378378
Kevin Connauton,COL,D,50,1,0.02,7,0.14,8,0.16,-2,-0.04,22,0.44,75,1.5,0,0,0,0,0,0,0,0,0,2,0.04,108,2.16,75,1.5
Dylan Sikura,CHI,LW,33,0,0,8,0.242424242,8,0.242424242,2,0.060606061,0,0,52,1.575757576,0,0,0,0,0,0,0,0,0,0,0,3,0.090909091,10,0.303030303
Bogdan Kiselevich,FA,D,32,0,0,8,0.25,8,0.25,-3,-0.09375,12,0.375,14,0.4375,0,0,0,0,0,0,0,0,0,0,0,49,1.53125,21,0.65625
Joey Anderson,NJ,RW,34,4,0.117647059,3,0.088235294,7,0.205882353,-7,-0.205882353,6,0.176470588,49,1.441176471,1,0,0,0,0,0,0,1,0.029411765,0,0,42,1.235294118,11,0.323529412
Jamie McGinn,FA,LW,19,4,0.210526316,3,0.157894737,7,0.368421053,-5,-0.263157895,6,0.315789474,23,1.210526316,1,1,0.052631579,0,0,1,0.052631579,0,0,0,0,34,1.789473684,3,0.157894737
Markus Hannikainen,CLS,RW,44,4,0.090909091,3,0.068181818,7,0.159090909,-5,-0.113636364,2,0.045454545,52,1.181818182,1,0,0,0,0,0,0,0,0,0,0,63,1.431818182,8,0.181818182
Igor Ozhiganov,FA,D,53,3,0.056603774,4,0.075471698,7,0.132075472,0,0,14,0.264150943,43,0.811320755,0,0,0,0,0,0,0,0,0,0,0,57,1.075471698,48,0.905660377
Philip Varone,MON,C,47,3,0.063829787,4,0.085106383,7,0.14893617,-2,-0.042553191,8,0.170212766,34,0.723404255,0,0,0,0,0,0,0,0,0,0,0,23,0.489361702,19,0.404255319
Michael Dal Colle,NYI,LW,28,3,0.107142857,4,0.142857143,7,0.25,3,0.107142857,2,0.071428571,34,1.214285714,2,0,0,0,0,0,0,0,0,0,0,10,0.357142857,8,0.285714286
Miikka Salomaki,NSH,RW,37,3,0.081081081,4,0.108108108,7,0.189189189,5,0.135135135,8,0.216216216,51,1.378378378,0,0,0,0,0,0,0,0,0,0,0,72,1.945945946,20,0.540540541
Carl Gunnarsson,STL,D,25,3,0.12,4,0.16,7,0.28,8,0.32,6,0.24,21,0.84,1,0,0,0,0,0,0,0,0,1,0.04,11,0.44,35,1.4
Adam McQuaid,FA,D,50,3,0.06,4,0.08,7,0.14,2,0.04,42,0.84,28,0.56,1,0,0,0,0,0,0,0,0,1,0.02,122,2.44,88,1.76
Erik Haula,CAR,C,15,2,0.133333333,5,0.333333333,7,0.466666667,1,0.066666667,10,0.666666667,26,1.733333333,0,0,0,1,0.066666667,1,0.066666667,0,0,0,0,11,0.733333333,6,0.4
Maxime Comtois,ANH,LW,10,2,0.2,5,0.5,7,0.7,3,0.3,7,0.7,9,0.9,1,0,0,0,0,0,0,0,0,0,0,27,2.7,3,0.3
Nick Seeler,MIN,D,71,2,0.028169014,5,0.070422535,7,0.098591549,-4,-0.056338028,64,0.901408451,67,0.943661972,1,0,0,0,0,0,0,0,0,0,0,78,1.098591549,116,1.633802817
Chris Wideman,ANH,D,25,2,0.08,5,0.2,7,0.28,-12,-0.48,18,0.72,27,1.08,1,0,0,1,0.04,1,0.04,0,0,0,0,35,1.4,26,1.04
Christian Dvorak,ARI,LW,20,2,0.1,5,0.25,7,0.35,-2,-0.1,2,0.1,25,1.25,1,1,0.05,0,0,1,0.05,0,0,0,0,16,0.8,7,0.35
Egor Yakovlev,FA,D,25,2,0.08,5,0.2,7,0.28,-6,-0.24,6,0.24,24,0.96,0,0,0,0,0,0,0,0,0,0,0,12,0.48,22,0.88
Greg Pateryn,MIN,D,80,1,0.0125,6,0.075,7,0.0875,-11,-0.1375,41,0.5125,100,1.25,0,0,0,0,0,0,0,0,0,0,0,144,1.8,118,1.475
Joe Morrow,NYR,D,41,1,0.024390244,6,0.146341463,7,0.170731707,0,0,20,0.487804878,40,0.975609756,0,0,0,0,0,0,0,0,0,0,0,37,0.902439024,37,0.902439024
Matt Irwin,NSH,D,44,1,0.022727273,6,0.136363636,7,0.159090909,5,0.113636364,38,0.863636364,50,1.136363636,0,0,0,0,0,0,0,0,0,0,0,80,1.818181818,37,0.840909091
Taro Hirose,DET,LW,10,1,0.1,6,0.6,7,0.7,0,0,2,0.2,15,1.5,1,0,0,1,0.1,1,0.1,0,0,0,0,1,0.1,9,0.9
Joakim Ryan,LA,D,44,0,0,7,0.159090909,7,0.159090909,-1,-0.022727273,15,0.340909091,35,0.795454545,0,0,0,0,0,0,0,0,0,0,0,43,0.977272727,39,0.886363636
Kevan Miller,BOS,D,39,0,0,7,0.179487179,7,0.179487179,8,0.205128205,35,0.897435897,32,0.820512821,0,0,0,0,0,0,0,0,0,0,0,73,1.871794872,79,2.025641026
Carl Grundstrom,LA,LW,15,5,0.333333333,1,0.066666667,6,0.4,-4,-0.266666667,6,0.4,26,1.733333333,1,0,0,1,0.066666667,1,0.066666667,0,0,0,0,38,2.533333333,3,0.2
Lukas Sedlak,FA,C,47,4,0.085106383,2,0.042553191,6,0.127659574,-5,-0.106382979,10,0.212765957,43,0.914893617,0,0,0,0,0,0,0,0,0,0,0,69,1.468085106,20,0.425531915
Brandon Sutter,VAN,C,26,4,0.153846154,2,0.076923077,6,0.230769231,-12,-0.461538462,6,0.230769231,43,1.653846154,0,1,0.038461538,0,0,1,0.038461538,1,0.038461538,0,0,33,1.269230769,13,0.5
Brett Ritchie,BOS,RW,53,4,0.075471698,2,0.037735849,6,0.113207547,-7,-0.132075472,57,1.075471698,57,1.075471698,2,1,0.018867925,0,0,1,0.018867925,0,0,0,0,126,2.377358491,13,0.245283019
Peter Cehlarik,BOS,C,20,4,0.2,2,0.1,6,0.3,3,0.15,6,0.3,30,1.5,1,1,0.05,0,0,1,0.05,0,0,0,0,5,0.25,7,0.35
Jean-Sebastien Dea,BUF,C,23,4,0.173913043,2,0.086956522,6,0.260869565,0,0,8,0.347826087,29,1.260869565,1,0,0,0,0,0,0,0,0,0,0,21,0.913043478,12,0.52173913
Alexandre Fortin,CHI,C,24,3,0.125,3,0.125,6,0.25,-6,-0.25,2,0.083333333,29,1.208333333,1,0,0,0,0,0,0,1,0.041666667,0,0,21,0.875,7,0.291666667
Sheldon Dries,COL,C,40,3,0.075,3,0.075,6,0.15,-7,-0.175,26,0.65,44,1.1,0,0,0,0,0,0,0,1,0.025,0,0,66,1.65,20,0.5
Steve Kampfer,BOS,D,35,3,0.085714286,3,0.085714286,6,0.171428571,-6,-0.171428571,22,0.628571429,40,1.142857143,0,1,0.028571429,1,0.028571429,2,0.057142857,0,0,0,0,44,1.257142857,32,0.914285714
Robby Fabbri,STL,LW,32,2,0.0625,4,0.125,6,0.1875,-4,-0.125,6,0.1875,43,1.34375,1,0,0,0,0,0,0,0,0,0,0,30,0.9375,8,0.25
Slater Koekkoek,CHI,D,31,2,0.064516129,4,0.129032258,6,0.193548387,4,0.129032258,14,0.451612903,36,1.161290323,0,0,0,0,0,0,0,0,0,0,0,54,1.741935484,48,1.548387097
Fredrik Claesson,CAR,D,37,2,0.054054054,4,0.108108108,6,0.162162162,3,0.081081081,9,0.243243243,44,1.189189189,0,0,0,0,0,0,0,0,0,1,0.027027027,76,2.054054054,33,0.891891892
Matt Roy,LA,D,25,2,0.08,4,0.16,6,0.24,-1,-0.04,8,0.32,34,1.36,1,0,0,0,0,0,0,0,0,0,0,38,1.52,47,1.88
Micheal Haley,NYR,LW,43,2,0.046511628,4,0.093023256,6,0.139534884,-2,-0.046511628,75,1.744186047,34,0.790697674,0,0,0,0,0,0,0,0,0,0,0,76,1.76744186,16,0.372093023
Lias Andersson,NYR,LW,42,2,0.047619048,4,0.095238095,6,0.142857143,-13,-0.30952381,29,0.69047619,41,0.976190476,0,0,0,0,0,0,0,1,0.023809524,0,0,60,1.428571429,8,0.19047619
Dion Phaneuf,FA,D,67,1,0.014925373,5,0.074626866,6,0.089552239,-21,-0.313432836,53,0.791044776,80,1.194029851,0,0,0,0,0,0,0,0,0,0,0,128,1.910447761,79,1.179104478
Lawrence Pilut,BUF,D,33,1,0.03030303,5,0.151515152,6,0.181818182,-8,-0.242424242,20,0.606060606,37,1.121212121,0,0,0,0,0,0,0,0,0,0,0,20,0.606060606,33,1
Casey Nelson,BUF,D,38,1,0.026315789,5,0.131578947,6,0.157894737,1,0.026315789,13,0.342105263,37,0.973684211,0,0,0,0,0,0,0,0,0,0,0,44,1.157894737,36,0.947368421
Caleb Jones,EDM,D,17,1,0.058823529,5,0.294117647,6,0.352941176,-9,-0.529411765,6,0.352941176,21,1.235294118,0,0,0,1,0.058823529,1,0.058823529,0,0,0,0,20,1.176470588,18,1.058823529
Martin Frk,LA,RW,30,1,0.033333333,5,0.166666667,6,0.2,-9,-0.3,4,0.133333333,28,0.933333333,0,1,0.033333333,0,0,1,0.033333333,0,0,0,0,35,1.166666667,4,0.133333333
Dmitry Kulikov,WPG,D,57,0,0,6,0.105263158,6,0.105263158,4,0.070175439,47,0.824561404,40,0.701754386,0,0,0,0,0,0,0,0,0,0,0,88,1.543859649,71,1.245614035
Juho Lammikko,FA,RW,40,0,0,6,0.15,6,0.15,-7,-0.175,6,0.15,39,0.975,0,0,0,0,0,0,0,0,0,1,0.025,45,1.125,21,0.525
Carl Dahlstrom,CHI,D,38,0,0,6,0.157894737,6,0.157894737,9,0.236842105,6,0.157894737,42,1.105263158,0,0,0,0,0,0,0,0,0,1,0.026315789,33,0.868421053,35,0.921052632
Christian Folin,MON,D,45,0,0,6,0.133333333,6,0.133333333,6,0.133333333,27,0.6,47,1.044444444,0,0,0,0,0,0,0,0,0,0,0,125,2.777777778,78,1.733333333
Alan Quine,CGY,C,13,3,0.230769231,2,0.153846154,5,0.384615385,0,0,6,0.461538462,11,0.846153846,0,1,0.076923077,0,0,1,0.076923077,0,0,0,0,14,1.076923077,2,0.153846154
Ryan Graves,COL,D,26,3,0.115384615,2,0.076923077,5,0.192307692,4,0.153846154,2,0.076923077,26,1,0,0,0,0,0,0,0,0,0,0,0,32,1.230769231,51,1.961538462
Charles Hudon,MON,LW,32,3,0.09375,2,0.0625,5,0.15625,-9,-0.28125,16,0.5,50,1.5625,0,0,0,1,0.03125,1,0.03125,0,0,0,0,73,2.28125,9,0.28125
Ben Street,NJ,C,21,3,0.142857143,2,0.095238095,5,0.238095238,-4,-0.19047619,2,0.095238095,19,0.904761905,0,0,0,0,0,0,0,0,0,0,0,19,0.904761905,9,0.428571429
Jonathan Ericsson,DET,D,52,3,0.057692308,2,0.038461538,5,0.096153846,-10,-0.192307692,35,0.673076923,48,0.923076923,1,0,0,0,0,0,0,0,0,0,0,98,1.884615385,56,1.076923077
Karson Kuhlman,BOS,C,11,3,0.272727273,2,0.181818182,5,0.454545455,5,0.454545455,2,0.181818182,15,1.363636364,1,0,0,0,0,0,0,0,0,0,0,6,0.545454545,4,0.363636364
John Hayden,NJ,C,54,3,0.055555556,2,0.037037037,5,0.092592593,-12,-0.222222222,27,0.5,42,0.777777778,0,0,0,0,0,0,0,0,0,0,0,97,1.796296296,23,0.425925926
Mackenzie MacEachern,STL,LW,29,3,0.103448276,2,0.068965517,5,0.172413793,0,0,10,0.344827586,33,1.137931034,1,0,0,0,0,0,0,0,0,0,0,49,1.689655172,4,0.137931034
